Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE,Duration_min,Set_Volume,DateOnly,Week,DOW
2025-08-20 12:17:56,Midday Workout,1h 20min,Hip Thrust (Barbell),3,80.0,10,0.0,0,,,,80,800.0,2025-08-20,2025-08-18,Wednesday
2025-08-20 12:17:56,Midday Workout,1h 13min,Hip Thrust (Barbell),3,80.0,10,0.0,0,,,,73,800.0,2025-08-20,2025-08-18,Wednesday
2025-08-20 12:17:56,Midday Workout,1h 13min,Running (Treadmill),1,0.0,0,0.4,522,,,,73,,2025-08-20,2025-08-18,Wednesday
2025-08-20 12:17:56,Midday Workout,1h 13min,Stair Master ,1,0.0,6,0.0,0,,,,73,,2025-08-20,2025-08-18,Wednesday
2025-08-20 12:17:56,Midday Workout,1h 13min,Crunch (Machine),1,30.0,10,0.0,0,,,,73,300.0,2025-08-20,2025-08-18,Wednesday
2025-08-20 12:17:56,Midday Workout,1h 13min,Crunch (Machine),2,30.0,10,0.0,0,,,,73,300.0,2025-08-20,2025-08-18,Wednesday
2025-08-20 12:17:56,Midday Workout,1h 13min,Triceps Pushdown (Cable - Straight Bar),1,70.0,10,0.0,0,,,,73,700.0,2025-08-20,2025-08-18,Wednesday
2025-08-20 12:17:56,Midday Workout,1h 13min,Crunch (Machine),3,35.0,10,0.0,0,,,,73,350.0,2025-08-20,2025-08-18,Wednesday
2025-08-20 12:17:56,Midday Workout,1h 13min,Squat (Barbell),1,90.0,10,0.0,0,,,,73,900.0,2025-08-20,2025-08-18,Wednesday
2025-08-20 12:17:56,Midday Workout,1h 13min,Squat (Barbell),2,90.0,10,0.0,0,,,,73,900.0,2025-08-20,2025-08-18,Wednesday
2025-08-20 12:17:56,Midday Workout,1h 13min,Squat (Barbell),3,90.0,10,0.0,0,,,,73,900.0,2025-08-20,2025-08-18,Wednesday
2025-08-20 12:17:56,Midday Workout,1h 13min,Hip Thrust (Barbell),1,80.0,10,0.0,0,,,,73,800.0,2025-08-20,2025-08-18,Wednesday
2025-08-20 12:17:56,Midday Workout,1h 13min,Hip Thrust (Barbell),2,80.0,10,0.0,0,,,,73,800.0,2025-08-20,2025-08-18,Wednesday
2025-08-20 12:17:56,Midday Workout,1h 13min,Triceps Pushdown (Cable - Straight Bar),2,70.0,10,0.0,0,,,,73,700.0,2025-08-20,2025-08-18,Wednesday
2025-08-31 10:17:05,Morning Workout,1h 16min,Basic Scrunches,1,0.0,12,0.0,0,,,,76,,2025-08-31,2025-08-25,Sunday
2025-08-31 10:17:05,Morning Workout,1h 16min,Triceps Pushdown (Cable - Straight Bar),1,65.0,10,0.0,0,,,,76,650.0,2025-08-31,2025-08-25,Sunday
2025-08-31 10:17:05,Morning Workout,1h 16min,Triceps Pushdown (Cable - Straight Bar),2,65.0,10,0.0,0,,,,76,650.0,2025-08-31,2025-08-25,Sunday
2025-08-31 10:17:05,Morning Workout,1h 16min,Triceps Pushdown (Cable - Straight Bar),3,65.0,10,0.0,0,,,,76,650.0,2025-08-31,2025-08-25,Sunday
2025-08-31 10:17:05,Morning Workout,1h 16min,Oblique Crunch,1,0.0,5,0.0,0,,,,76,,2025-08-31,2025-08-25,Sunday
2025-08-31 10:17:05,Morning Workout,1h 16min,Squat (Machine),3,50.0,10,0.0,0,,,,76,500.0,2025-08-31,2025-08-25,Sunday
2025-08-31 10:17:05,Morning Workout,1h 16min,Face Pull (Cable),2,30.0,10,0.0,0,,,,76,300.0,2025-08-31,2025-08-25,Sunday
2025-08-31 10:17:05,Morning Workout,1h 16min,Face Pull (Cable),3,30.0,10,0.0,0,,,,76,300.0,2025-08-31,2025-08-25,Sunday
2025-08-31 10:17:05,Morning Workout,1h 16min,Squat (Machine),1,50.0,10,0.0,0,,,,76,500.0,2025-08-31,2025-08-25,Sunday
2025-08-31 10:17:05,Morning Workout,1h 16min,Squat (Machine),2,50.0,10,0.0,0,,,,76,500.0,2025-08-31,2025-08-25,Sunday
2025-08-31 10:17:05,Morning Workout,1h 16min,Stair Master ,1,0.0,5,0.0,0,,,,76,,2025-08-31,2025-08-25,Sunday
2025-08-31 10:17:05,Morning Workout,1h 16min,Face Pull (Cable),1,20.0,10,0.0,0,,,,76,200.0,2025-08-31,2025-08-25,Sunday
2025-08-31 10:17:05,Morning Workout,71h 34min,Squat (Machine),3,50.0,10,0.0,0,,,,4294,500.0,2025-08-31,2025-08-25,Sunday
2025-08-31 10:17:05,Morning Workout,1h 16min,Stair Master ,2,0.0,5,0.0,0,,,,76,,2025-08-31,2025-08-25,Sunday
2025-08-31 10:17:05,Morning Workout,71h 34min,Squat (Machine),1,50.0,10,0.0,0,,,,4294,500.0,2025-08-31,2025-08-25,Sunday
2025-08-31 10:17:05,Morning Workout,71h 34min,Squat (Machine),2,50.0,10,0.0,0,,,,4294,500.0,2025-08-31,2025-08-25,Sunday
2025-08-31 10:17:05,Morning Workout,71h 34min,Stair Master ,1,0.0,5,0.0,0,,,,4294,,2025-08-31,2025-08-25,Sunday
2025-08-31 10:17:05,Morning Workout,71h 34min,Stair Master ,2,0.0,5,0.0,0,,,,4294,,2025-08-31,2025-08-25,Sunday
2025-08-31 10:17:05,Morning Workout,71h 34min,Triceps Pushdown (Cable - Straight Bar),2,65.0,10,0.0,0,,,,4294,650.0,2025-08-31,2025-08-25,Sunday
2025-08-31 10:17:05,Morning Workout,71h 34min,Triceps Pushdown (Cable - Straight Bar),3,65.0,10,0.0,0,,,,4294,650.0,2025-08-31,2025-08-25,Sunday
2025-08-31 10:17:05,Morning Workout,71h 34min,Basic Scrunches,1,0.0,12,0.0,0,,,,4294,,2025-08-31,2025-08-25,Sunday
2025-08-31 10:17:05,Morning Workout,71h 34min,Triceps Pushdown (Cable - Straight Bar),1,65.0,10,0.0,0,,,,4294,650.0,2025-08-31,2025-08-25,Sunday
2025-08-31 10:17:05,Morning Workout,71h 34min,Basic Scrunches,3,0.0,0,0.0,0,,,,4294,,2025-08-31,2025-08-25,Sunday
2025-08-31 10:17:05,Morning Workout,71h 34min,Oblique Crunch,1,0.0,5,0.0,0,,,,4294,,2025-08-31,2025-08-25,Sunday
2025-08-31 10:17:05,Morning Workout,71h 34min,Face Pull (Cable),1,20.0,10,0.0,0,,,,4294,200.0,2025-08-31,2025-08-25,Sunday
2025-08-31 10:17:05,Morning Workout,71h 34min,Face Pull (Cable),2,30.0,10,0.0,0,,,,4294,300.0,2025-08-31,2025-08-25,Sunday
2025-08-31 10:17:05,Morning Workout,71h 34min,Face Pull (Cable),3,30.0,10,0.0,0,,,,4294,300.0,2025-08-31,2025-08-25,Sunday
2025-08-31 10:17:05,Morning Workout,71h 34min,Basic Scrunches,2,0.0,15,0.0,0,,,,4294,,2025-08-31,2025-08-25,Sunday
2025-09-03 09:52:17,Morning Workout,1h 25min,Oblique Scrunches,1,0.0,10,0.0,0,,,,85,,2025-09-03,2025-09-01,Wednesday
2025-09-03 09:52:17,Morning Workout,1h 25min,Hip Thrust (Barbell),2,76.0,10,0.0,0,,,,85,760.0,2025-09-03,2025-09-01,Wednesday
2025-09-03 09:52:17,Morning Workout,1h 25min,Hip Thrust (Barbell),1,66.0,10,0.0,0,,,,85,660.0,2025-09-03,2025-09-01,Wednesday
2025-09-03 09:52:17,Morning Workout,1h 25min,Squat (Machine),3,70.0,10,0.0,0,,,,85,700.0,2025-09-03,2025-09-01,Wednesday
2025-09-03 09:52:17,Morning Workout,1h 25min,Squat (Machine),2,70.0,10,0.0,0,,,,85,700.0,2025-09-03,2025-09-01,Wednesday
2025-09-03 09:52:17,Morning Workout,1h 25min,Squat (Machine),1,50.0,10,0.0,0,,,,85,500.0,2025-09-03,2025-09-01,Wednesday
2025-09-03 09:52:17,Morning Workout,1h 25min,Oblique Scrunches,2,0.0,10,0.0,0,,,,85,,2025-09-03,2025-09-01,Wednesday
2025-09-03 09:52:17,Morning Workout,1h 25min,Basic Scrunches,3,0.0,12,0.0,0,,,,85,,2025-09-03,2025-09-01,Wednesday
2025-09-03 09:52:17,Morning Workout,1h 25min,Face Pull (Cable),2,35.0,10,0.0,0,,,,85,350.0,2025-09-03,2025-09-01,Wednesday
2025-09-03 09:52:17,Morning Workout,1h 25min,Basic Scrunches,1,0.0,12,0.0,0,,,,85,,2025-09-03,2025-09-01,Wednesday
2025-09-03 09:52:17,Morning Workout,1h 25min,Cable Curl,3,60.0,10,0.0,0,,,,85,600.0,2025-09-03,2025-09-01,Wednesday
2025-09-03 09:52:17,Morning Workout,1h 25min,Cable Curl,2,60.0,10,0.0,0,,,,85,600.0,2025-09-03,2025-09-01,Wednesday
2025-09-03 09:52:17,Morning Workout,1h 25min,Cable Curl,1,60.0,10,0.0,0,,,,85,600.0,2025-09-03,2025-09-01,Wednesday
2025-09-03 09:52:17,Morning Workout,1h 25min,Face Pull (Cable),3,35.0,10,0.0,0,,,,85,350.0,2025-09-03,2025-09-01,Wednesday
2025-09-03 09:52:17,Morning Workout,1h 25min,Face Pull (Cable),1,30.0,10,0.0,0,,,,85,300.0,2025-09-03,2025-09-01,Wednesday
2025-09-03 09:52:17,Morning Workout,1h 25min,Running (Treadmill),1,0.0,0,0.51,601,,,,85,,2025-09-03,2025-09-01,Wednesday
2025-09-03 09:52:17,Morning Workout,1h 25min,Hip Thrust (Barbell),3,96.0,10,0.0,0,,,,85,960.0,2025-09-03,2025-09-01,Wednesday
2025-09-03 09:52:17,Morning Workout,1h 25min,Basic Scrunches,2,0.0,12,0.0,0,,,,85,,2025-09-03,2025-09-01,Wednesday
2025-09-03 09:52:17,Morning Workout,1h 25min,Hip Thrust (Barbell),4,96.0,10,0.0,0,,,,85,960.0,2025-09-03,2025-09-01,Wednesday
